city,district,full_address,village,neighborhood,road,section,lane,alley,number,floor,floor_dash,assignment_date,assignment_date_roc,assignment_type
臺北市,中正區,臺北市中正區新營里008鄰愛國東路74巷2之1號,新營里,8,愛國東路,,74,,1,,,2025-09-24,114-09-24,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段163號,板溪里,3,南昌路,二段,,,163,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段165號,板溪里,3,南昌路,二段,,,165,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段167號,板溪里,3,南昌路,二段,,,167,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號,板溪里,3,南昌路,二段,,,169,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓,板溪里,3,南昌路,二段,,,169,7,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之1,板溪里,3,南昌路,二段,,,169,7,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之10,板溪里,3,南昌路,二段,,,169,7,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之11,板溪里,3,南昌路,二段,,,169,7,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之12,板溪里,3,南昌路,二段,,,169,7,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之2,板溪里,3,南昌路,二段,,,169,7,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之3,板溪里,3,南昌路,二段,,,169,7,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之5,板溪里,3,南昌路,二段,,,169,7,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之6,板溪里,3,南昌路,二段,,,169,7,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之7,板溪里,3,南昌路,二段,,,169,7,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之8,板溪里,3,南昌路,二段,,,169,7,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號七樓之9,板溪里,3,南昌路,二段,,,169,7,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓,板溪里,3,南昌路,二段,,,169,9,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之1,板溪里,3,南昌路,二段,,,169,9,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之10,板溪里,3,南昌路,二段,,,169,9,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之11,板溪里,3,南昌路,二段,,,169,9,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之12,板溪里,3,南昌路,二段,,,169,9,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之2,板溪里,3,南昌路,二段,,,169,9,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之3,板溪里,3,南昌路,二段,,,169,9,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之5,板溪里,3,南昌路,二段,,,169,9,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之6,板溪里,3,南昌路,二段,,,169,9,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之7,板溪里,3,南昌路,二段,,,169,9,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之8,板溪里,3,南昌路,二段,,,169,9,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號九樓之9,板溪里,3,南昌路,二段,,,169,9,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓,板溪里,3,南昌路,二段,,,169,2,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之1,板溪里,3,南昌路,二段,,,169,2,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之2,板溪里,3,南昌路,二段,,,169,2,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之3,板溪里,3,南昌路,二段,,,169,2,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之5,板溪里,3,南昌路,二段,,,169,2,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之6,板溪里,3,南昌路,二段,,,169,2,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之7,板溪里,3,南昌路,二段,,,169,2,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號二樓之8,板溪里,3,南昌路,二段,,,169,2,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓,板溪里,3,南昌路,二段,,,169,8,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之1,板溪里,3,南昌路,二段,,,169,8,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之10,板溪里,3,南昌路,二段,,,169,8,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之11,板溪里,3,南昌路,二段,,,169,8,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之12,板溪里,3,南昌路,二段,,,169,8,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之2,板溪里,3,南昌路,二段,,,169,8,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之3,板溪里,3,南昌路,二段,,,169,8,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之5,板溪里,3,南昌路,二段,,,169,8,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之6,板溪里,3,南昌路,二段,,,169,8,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之7,板溪里,3,南昌路,二段,,,169,8,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之8,板溪里,3,南昌路,二段,,,169,8,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號八樓之9,板溪里,3,南昌路,二段,,,169,8,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓,板溪里,3,南昌路,二段,,,169,11,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之1,板溪里,3,南昌路,二段,,,169,11,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之10,板溪里,3,南昌路,二段,,,169,11,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之11,板溪里,3,南昌路,二段,,,169,11,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之2,板溪里,3,南昌路,二段,,,169,11,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之3,板溪里,3,南昌路,二段,,,169,11,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之5,板溪里,3,南昌路,二段,,,169,11,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之6,板溪里,3,南昌路,二段,,,169,11,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之7,板溪里,3,南昌路,二段,,,169,11,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之8,板溪里,3,南昌路,二段,,,169,11,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十一樓之9,板溪里,3,南昌路,二段,,,169,11,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓,板溪里,3,南昌路,二段,,,169,12,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之1,板溪里,3,南昌路,二段,,,169,12,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之2,板溪里,3,南昌路,二段,,,169,12,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之3,板溪里,3,南昌路,二段,,,169,12,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之5,板溪里,3,南昌路,二段,,,169,12,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之6,板溪里,3,南昌路,二段,,,169,12,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之7,板溪里,3,南昌路,二段,,,169,12,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之8,板溪里,3,南昌路,二段,,,169,12,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十二樓之9,板溪里,3,南昌路,二段,,,169,12,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓,板溪里,3,南昌路,二段,,,169,13,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之1,板溪里,3,南昌路,二段,,,169,13,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之10,板溪里,3,南昌路,二段,,,169,13,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之11,板溪里,3,南昌路,二段,,,169,13,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之12,板溪里,3,南昌路,二段,,,169,13,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之2,板溪里,3,南昌路,二段,,,169,13,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之3,板溪里,3,南昌路,二段,,,169,13,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之5,板溪里,3,南昌路,二段,,,169,13,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之6,板溪里,3,南昌路,二段,,,169,13,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之7,板溪里,3,南昌路,二段,,,169,13,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之8,板溪里,3,南昌路,二段,,,169,13,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十三樓之9,板溪里,3,南昌路,二段,,,169,13,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓,板溪里,3,南昌路,二段,,,169,15,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之1,板溪里,3,南昌路,二段,,,169,15,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之10,板溪里,3,南昌路,二段,,,169,15,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之11,板溪里,3,南昌路,二段,,,169,15,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之12,板溪里,3,南昌路,二段,,,169,15,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之2,板溪里,3,南昌路,二段,,,169,15,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之3,板溪里,3,南昌路,二段,,,169,15,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之5,板溪里,3,南昌路,二段,,,169,15,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之6,板溪里,3,南昌路,二段,,,169,15,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之7,板溪里,3,南昌路,二段,,,169,15,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之8,板溪里,3,南昌路,二段,,,169,15,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十五樓之9,板溪里,3,南昌路,二段,,,169,15,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓,板溪里,3,南昌路,二段,,,169,14,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之1,板溪里,3,南昌路,二段,,,169,14,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之10,板溪里,3,南昌路,二段,,,169,14,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之11,板溪里,3,南昌路,二段,,,169,14,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之12,板溪里,3,南昌路,二段,,,169,14,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之2,板溪里,3,南昌路,二段,,,169,14,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之3,板溪里,3,南昌路,二段,,,169,14,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之5,板溪里,3,南昌路,二段,,,169,14,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之6,板溪里,3,南昌路,二段,,,169,14,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之7,板溪里,3,南昌路,二段,,,169,14,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之8,板溪里,3,南昌路,二段,,,169,14,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十四樓之9,板溪里,3,南昌路,二段,,,169,14,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓,板溪里,3,南昌路,二段,,,169,10,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之1,板溪里,3,南昌路,二段,,,169,10,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之10,板溪里,3,南昌路,二段,,,169,10,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之11,板溪里,3,南昌路,二段,,,169,10,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之12,板溪里,3,南昌路,二段,,,169,10,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之2,板溪里,3,南昌路,二段,,,169,10,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之3,板溪里,3,南昌路,二段,,,169,10,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之5,板溪里,3,南昌路,二段,,,169,10,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之6,板溪里,3,南昌路,二段,,,169,10,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之7,板溪里,3,南昌路,二段,,,169,10,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之8,板溪里,3,南昌路,二段,,,169,10,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號十樓之9,板溪里,3,南昌路,二段,,,169,10,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓,板溪里,3,南昌路,二段,,,169,3,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之1,板溪里,3,南昌路,二段,,,169,3,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之2,板溪里,3,南昌路,二段,,,169,3,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之3,板溪里,3,南昌路,二段,,,169,3,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之5,板溪里,3,南昌路,二段,,,169,3,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之6,板溪里,3,南昌路,二段,,,169,3,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之7,板溪里,3,南昌路,二段,,,169,3,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號三樓之8,板溪里,3,南昌路,二段,,,169,3,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓,板溪里,3,南昌路,二段,,,169,5,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之1,板溪里,3,南昌路,二段,,,169,5,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之10,板溪里,3,南昌路,二段,,,169,5,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之11,板溪里,3,南昌路,二段,,,169,5,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之12,板溪里,3,南昌路,二段,,,169,5,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之13,板溪里,3,南昌路,二段,,,169,5,13,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之2,板溪里,3,南昌路,二段,,,169,5,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之3,板溪里,3,南昌路,二段,,,169,5,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之5,板溪里,3,南昌路,二段,,,169,5,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之6,板溪里,3,南昌路,二段,,,169,5,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之7,板溪里,3,南昌路,二段,,,169,5,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之8,板溪里,3,南昌路,二段,,,169,5,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號五樓之9,板溪里,3,南昌路,二段,,,169,5,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓,板溪里,3,南昌路,二段,,,169,6,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之1,板溪里,3,南昌路,二段,,,169,6,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之10,板溪里,3,南昌路,二段,,,169,6,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之11,板溪里,3,南昌路,二段,,,169,6,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之12,板溪里,3,南昌路,二段,,,169,6,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之13,板溪里,3,南昌路,二段,,,169,6,13,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之2,板溪里,3,南昌路,二段,,,169,6,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之3,板溪里,3,南昌路,二段,,,169,6,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之5,板溪里,3,南昌路,二段,,,169,6,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之6,板溪里,3,南昌路,二段,,,169,6,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之7,板溪里,3,南昌路,二段,,,169,6,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之8,板溪里,3,南昌路,二段,,,169,6,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號六樓之9,板溪里,3,南昌路,二段,,,169,6,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓,板溪里,3,南昌路,二段,,,169,4,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之1,板溪里,3,南昌路,二段,,,169,4,1,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之10,板溪里,3,南昌路,二段,,,169,4,10,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之11,板溪里,3,南昌路,二段,,,169,4,11,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之12,板溪里,3,南昌路,二段,,,169,4,12,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之13,板溪里,3,南昌路,二段,,,169,4,13,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之2,板溪里,3,南昌路,二段,,,169,4,2,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之3,板溪里,3,南昌路,二段,,,169,4,3,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之5,板溪里,3,南昌路,二段,,,169,4,5,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之6,板溪里,3,南昌路,二段,,,169,4,6,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之7,板溪里,3,南昌路,二段,,,169,4,7,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之8,板溪里,3,南昌路,二段,,,169,4,8,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段169號四樓之9,板溪里,3,南昌路,二段,,,169,4,9,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段171號,板溪里,3,南昌路,二段,,,171,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段173號,板溪里,3,南昌路,二段,,,173,,,2025-09-16,114-09-16,門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段175號,板溪里,3,南昌路,二段,,,175,,,2025-09-16,114-09-16,門牌初編
