city,district,full_address,register_date,register_type,raw_data
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號七樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號七樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號七樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號七樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號九樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號九樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號九樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號九樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號二樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號二樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號二樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號二樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號八樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號八樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號八樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號八樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十一樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十一樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十一樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十一樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十二樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十二樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十二樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十二樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十三樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十三樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十三樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十三樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號十樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號三樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號三樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號三樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號三樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號五樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號五樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號五樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號五樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號六樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號六樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號六樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號六樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號四樓,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號四樓|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號四樓之１,民國114年11月7日,門牌初編,臺北市大安區民炤里013鄰新生南路一段１５７巷２０號四樓之１|民國114年11月7日|門牌初編
臺北市,大安區,臺北市大安區芳和里014鄰和平東路三段２１２巷２７之１號,民國114年10月22日,門牌初編,臺北市大安區芳和里014鄰和平東路三段２１２巷２７之１號|民國114年10月22日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號七樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號七樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號九樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號九樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號八樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號八樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號十樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號十樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號五樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號五樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號六樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號六樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區民輝里002鄰新生南路一段１１７號四樓,民國114年10月17日,門牌初編,臺北市大安區民輝里002鄰新生南路一段１１７號四樓|民國114年10月17日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號七樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號七樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號七樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號七樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號七樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號七樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號七樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號七樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號七樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號七樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號九樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號九樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號九樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號九樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號九樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號九樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號九樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號九樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號九樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號九樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號二樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號二樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號二樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號二樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號二樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號二樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號二樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號二樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號二樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號二樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號八樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號八樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號八樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號八樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號八樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號八樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號八樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號八樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號八樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號八樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十一樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十一樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十一樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十二樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十二樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十二樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十二樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十二樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十二樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十三樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十三樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十三樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十三樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十三樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十三樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號十樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號十樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號三樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號三樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號三樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號三樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號三樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號三樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號三樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號三樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號三樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號三樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號五樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號五樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號五樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號五樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號五樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號五樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號五樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號五樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號五樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號五樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號六樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號六樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號六樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號六樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號六樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號六樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號六樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號六樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號六樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號六樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號四樓,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號四樓|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號四樓之１,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號四樓之１|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號四樓之２,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號四樓之２|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號四樓之３,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號四樓之３|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區臥龍里003鄰敦南街１０１號四樓之５,民國114年10月16日,門牌初編,臺北市大安區臥龍里003鄰敦南街１０１號四樓之５|民國114年10月16日|門牌初編
臺北市,大安區,臺北市大安區學府里004鄰羅斯福路四段１１９巷６２弄５１號,民國114年10月9日,門牌初編,臺北市大安區學府里004鄰羅斯福路四段１１９巷６２弄５１號|民國114年10月9日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５１號,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５１號|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號七樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之６,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號二樓之６|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號八樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之６,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號三樓之６|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號五樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號六樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之１,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之１|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之２,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之２|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之３,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之３|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之５,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之５|民國114年9月8日|門牌初編
臺北市,大安區,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之６,民國114年9月8日,門牌初編,臺北市大安區民炤里014鄰建國南路一段３０４巷５３號四樓之６|民國114年9月8日|門牌初編
